route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
8A,South Halsted,2009-06-01,"3,605.20","3,126.90","2,267.80","100,893"
9,Ashland,2009-06-01,"20,594.40","24,144.80","18,475.20","623,556"
X9,Ashland Express,2009-06-01,"10,894.70",0,0,"239,683"
10,Museum of S & I,2009-06-01,"1,431.30","1,641.30","1,128.80","42,570"
11,Lincoln/Sedgwick,2009-06-01,"5,617.80","2,305.30","1,591.60","139,180"
12,Roosevelt,2009-06-01,"13,524.70","9,588.20","7,995.70","367,878"
14,Jeffery Express,2009-06-01,"13,443.60","6,342.60","3,852","336,538"
15,Jeffery Local,2009-06-01,"7,864.30","5,981.50","5,434.10","218,677"
17,Westchester,2009-06-01,447.6,0,0,"9,848"
18,16th/18th,2009-06-01,"1,834.50","1,459.40","1,361.80","51,644"
19,United Center Express,2009-06-01,343.6,0,241.8,585
20,Madison,2009-06-01,"20,124.90","15,511.70","11,098.70","549,188"
X20,Washington/Madison Express,2009-06-01,"2,563.20",0,0,"56,391"
21,Cermak,2009-06-01,"9,420.80","7,622.80","5,550.40","259,951"
22,Clark,2009-06-01,"23,514","20,143.40","14,609.30","656,318"
24,Wentworth,2009-06-01,"3,302",0,0,"72,645"
26,South Shore Express,2009-06-01,"2,489.40",0,0,"54,768"
28,Stony Island,2009-06-01,"5,033.50","4,888","3,542.20","144,459"
X28,Stony Island Express,2009-06-01,"4,129.40",0,0,"90,848"
29,State,2009-06-01,"14,433.70","12,750.10","9,536.10","406,687"
30,South Chicago,2009-06-01,"3,237.20","1,990.20",818.2,"82,452"
33,Mag Mile Express,2009-06-01,642.6,0,0,"14,137"
34,South Michigan,2009-06-01,"6,136.90","4,996.80","3,764.30","170,057"
35,35th,2009-06-01,"5,167.10","3,370","2,326.80","136,463"
36,Broadway,2009-06-01,"17,360.60","17,935.90","14,009.60","509,716"
38,Ogden/Taylor,2009-06-01,"1,959.50",0,0,"43,109"
39,Pershing,2009-06-01,"1,907.10",0,0,"41,956"
43,43rd,2009-06-01,"1,731.20",882.4,525.2,"43,715"
44,Wallace-Racine,2009-06-01,"5,525.40","2,444.20","1,689.80","138,095"
47,47th,2009-06-01,"11,315.30","8,248.40","6,005.40","305,953"
48,South Damen,2009-06-01,949.5,0,0,"20,888"
49,Western,2009-06-01,"15,547.30","22,341.20","16,107.50","495,835"
49A,South Western,2009-06-01,513.6,0,0,"11,299"
49B,North Western,2009-06-01,"5,479.60","3,849.90","3,264.60","149,010"
X49,Western Express,2009-06-01,"15,250.10",0,0,"335,502"
50,Damen,2009-06-01,"8,609.50","5,498.50","3,976.80","227,311"
51,51st,2009-06-01,"2,248.40","1,411.40","1,088.90","59,465"
52,Kedzie/California,2009-06-01,"13,580.20","9,501.40","7,109.90","365,209"
52A,South Kedzie,2009-06-01,"4,568.70","2,113.70","1,392.50","114,537"
53,Pulaski,2009-06-01,"21,175.80","15,834.80","11,603.70","575,622"
53A,South Pulaski,2009-06-01,"6,905.30","3,322.70","2,082","173,534"
53AL,South Pulaski Limited,2009-06-01,627.3,0,0,"13,800"
54,Cicero,2009-06-01,"8,873.60","9,921.30","7,417.60","264,575"
X54,Cicero Express,2009-06-01,"5,705.10",0,0,"125,513"
54A,North Cicero/Skokie Blvd.,2009-06-01,918.2,0,0,"20,200"
54B,South Cicero,2009-06-01,"3,671.80","4,080.30","2,814","108,357"
55,Garfield,2009-06-01,"8,907","10,018.60","8,312.70","269,280"
X55,Garfield Express,2009-06-01,"4,921.10",0,0,"108,264"
55A,55th/Austin,2009-06-01,219,0,0,"4,819"
55N,55th/Narragansett,2009-06-01,605.7,156.7,0,"13,952"
56,Milwaukee,2009-06-01,"13,350.30","10,024.70","7,465.60","363,668"
56A,North Milwaukee,2009-06-01,795.5,0,0,"17,501"
57,Laramie,2009-06-01,"2,815.20","1,391.20",789.6,"70,657"
59,59th/61st,2009-06-01,"3,589.40","1,903.10",0,"86,580"
60,Blue Island/26th,2009-06-01,"12,885.50","8,513.20","6,941.70","345,300"
62,Archer,2009-06-01,"12,903.60","8,950.80","6,680","346,402"
62H,Archer/Harlem,2009-06-01,"1,360",477.1,0,"31,828"
63,63rd,2009-06-01,"20,785.40","15,886.60","13,120.30","573,307"
63W,West 63rd,2009-06-01,"2,015.60",872.1,661.7,"50,479"
64,Foster-Canfield,2009-06-01,192.2,0,0,"4,228"
65,Grand,2009-06-01,"7,797.20","5,445.90","3,561.70","207,569"
66,Chicago,2009-06-01,"24,242.40","17,331.90","13,032.60","654,791"
67,67th-69th-71st,2009-06-01,"13,176.90","9,970.30","7,554","359,989"
68,Northwest Highway,2009-06-01,"1,484.40",757.5,395.9,"37,271"
69,Cumberland/East River,2009-06-01,442.2,0,0,"9,729"
70,Division,2009-06-01,"10,173.20","6,905.20","6,109.70","275,870"
71,71st/South Shore,2009-06-01,"10,751.30","9,063.50","6,980.50","300,705"
72,North,2009-06-01,"17,286.90","15,786.80","11,928.20","491,172"
73,Armitage,2009-06-01,"5,797.70","3,352.60","1,991","148,924"
74,Fullerton,2009-06-01,"12,048.40","9,953.70","7,175.20","333,581"
75,74th-75th,2009-06-01,"7,842.40","6,029.80","4,560.90","214,897"
76,Diversey,2009-06-01,"11,485.90","8,025.50","5,702.30","307,601"
77,Belmont,2009-06-01,"21,222.20","16,427","11,610.20","579,038"
78,Montrose,2009-06-01,"8,037","5,735.90","4,701.60","218,565"
79,79th,2009-06-01,"32,087.60","24,956.80","17,605","876,174"
80,Irving Park,2009-06-01,"7,857.90","10,158.70","7,953.10","245,321"
X80,Irving Park Express,2009-06-01,"7,499.40","1,870.40","1,814.10","179,724"
81,Lawrence,2009-06-01,"14,639.40","11,782.70","9,291.80","406,366"
81W,West Lawrence,2009-06-01,"1,814.70","1,063.10",740.3,"47,138"
82,Kimball-Homan,2009-06-01,"17,649.10","12,263.40","9,145","473,913"
84,Peterson,2009-06-01,"4,605.50","2,839.90","1,710.30","119,521"
85,Central,2009-06-01,"12,361.20","8,271.70","6,218.80","329,908"
85A,North Central,2009-06-01,949.7,445.1,0,"22,675"
86,Narragansett/Ridgeland,2009-06-01,"1,989.10",0,0,"43,761"
87,87th,2009-06-01,"16,815.30","10,910.80","8,658.10","448,212"
88,Higgins,2009-06-01,"1,400",897.8,549.2,"36,589"
90,Harlem,2009-06-01,"5,234.10","4,015.30","2,720.40","142,094"
90N,North Harlem,2009-06-01,371.6,134.4,0,"8,712"
91,Austin,2009-06-01,"8,224","4,630.20","3,259.70","212,488"
92,Foster,2009-06-01,"7,704.20","4,936.80","3,390.20","202,799"
93,California/Dodge,2009-06-01,"3,398.30","1,881.10",0,"82,288"
94,South California,2009-06-01,"10,427.20","5,829.70","4,029.30","268,834"
95E,93rd-95th,2009-06-01,"4,837.30","3,526","2,723.60","131,418"
95W,West 95th,2009-06-01,"5,109.40","4,694.90","3,113.10","143,640"
96,Lunt,2009-06-01,972.6,0,0,"21,397"
97,Skokie,2009-06-01,"4,091.60","2,725.40","1,824.30","108,215"
X98,Avon Express,2009-06-01,353.1,60.5,0,"8,011"
100,Jeffery Manor Express,2009-06-01,802.6,0,0,"17,658"
103,West 103rd,2009-06-01,"3,303.90","1,804.30","1,410.10","85,543"
106,East 103rd,2009-06-01,"1,827.70",603,507.4,"44,650"
108,Halsted/95th,2009-06-01,"2,293.60",0,0,"50,458"
111,Pullman/111th/115th,2009-06-01,"6,618.60","4,213","3,036","174,604"
112,Vincennes/111th,2009-06-01,"3,137.30","1,615.50","1,243.80","80,457"
119,Michigan/119th,2009-06-01,"6,175.80","4,659.80","3,611.10","168,951"
120,Ogilvie/Wacker Express,2009-06-01,"1,380.30",0,0,"30,366"
121,Union/Wacker Express,2009-06-01,"1,422.70",0,0,"31,300"
122,Illinois Center/Ogilvie Express,2009-06-01,784,0,0,"17,249"
123,Illinois Center/Union Express,2009-06-01,710.6,0,0,"15,634"
124,Navy Pier,2009-06-01,"1,672.10","1,986.10","1,323.90","50,027"
125,Water Tower Express,2009-06-01,"2,148",0,0,"47,255"
126,Jackson,2009-06-01,"8,159.30","4,649.40","3,370.10","211,583"
129,West Loop/South Loop,2009-06-01,948.6,0,0,"20,869"
130,Museum Campus,2009-06-01,"1,102.60",853.5,643.9,"19,221"
132,Goose Island Express,2009-06-01,301.1,0,0,"6,625"
134,Stockton/LaSalle Express,2009-06-01,"2,685.60",0,0,"59,084"
135,Clarendon/LaSalle Express,2009-06-01,"3,857.70",0,0,"84,869"
136,Sheridan/LaSalle Express,2009-06-01,"2,297",0,0,"50,535"
143,Stockton/Michigan Express,2009-06-01,"1,299",0,0,"28,577"
144,Marine/Michigan Express,2009-06-01,"1,203.10",0,0,"26,469"
145,Wilson/Michigan Express,2009-06-01,"6,886.80","5,370.50","3,502.10","187,000"
146,Inner Drive/Michigan Express,2009-06-01,"11,704.40","10,880.40","9,021.20","337,103"
147,Outer Drive Express,2009-06-01,"16,392.50","12,938.40","8,471.10","446,272"
148,Clarendon/Michigan Express,2009-06-01,"1,951.40",0,0,"42,930"
151,Sheridan,2009-06-01,"22,828.70","20,457.60","15,642.70","646,633"
152,Addison,2009-06-01,"9,687.20","6,404.40","4,946.80","258,523"
154,Wrigley Field Express,2009-06-01,0,"1,348","2,021.20","6,738"
155,Devon,2009-06-01,"7,461.30","6,612.80","5,565.70","212,864"
156,LaSalle,2009-06-01,"9,455.50",0,0,"208,021"
157,Streeterville/Taylor,2009-06-01,"2,415.80",0,0,"53,147"
165,West 65th,2009-06-01,78.9,0,0,"1,737"
168,UIC-Pilsen Express,2009-06-01,51.5,0,0,"1,134"
169,69th-UPS Express,2009-06-01,385.2,31.5,0,"8,600"
170,U. of Chicago/Midway,2009-06-01,305.3,0,0,"6,716"
171,U. of Chicago/Hyde Park,2009-06-01,"1,857.30",762,"1,769.90","44,154"
172,U. of Chicago/Kenwood,2009-06-01,"1,025.10",413,510.6,"23,889"
173,U. of Chicago/Lakeview Express,2009-06-01,168.6,0,0,"1,686"
174,U. of Chicago/Garfield Stations,2009-06-01,365.4,128.5,33,"8,329"
192,U. of Chicago Hospitals Express,2009-06-01,685.2,0,0,"15,074"
200,Main Shuttle,2009-06-01,78.3,0,0,"1,722"
201,Central/Ridge,2009-06-01,"1,751.60",821.6,24.8,"41,847"
N201,Central/Sherman,2009-06-01,23.7,36.5,34.4,437
205,Chicago/Golf,2009-06-01,"1,058.60",0,0,"23,288"
206,Evanston Circulator,2009-06-01,561.2,0,0,"12,347"
1001,Shuttle/Special Event Route,2009-06-01,595.4,"14,156.20","13,093.10","103,645"
1,Indiana/Hyde Park,2009-07-01,"2,748.10",0,0,"60,458"
2,Hyde Park Express,2009-07-01,"2,249.40",0,0,"49,487"
3,King Drive,2009-07-01,"20,860","17,224.20","13,642.70","596,030"
X3,King Drive Express,2009-07-01,"2,357.70",0,0,"51,870"
4,Cottage Grove,2009-07-01,"21,883.60","16,801","14,661.10","621,948"
X4,Cottage Grove Express,2009-07-01,"2,453.90",0,0,"53,985"
5,South Shore Night Bus,2009-07-01,530.4,689,515.7,"17,002"
6,Jackson Park Express,2009-07-01,"11,895.20","10,472.40","8,641.10","346,790"
7,Harrison,2009-07-01,"5,887.70",0,0,"129,530"
8,Halsted,2009-07-01,"20,870.50","14,767.40","13,089.30","583,668"
8A,South Halsted,2009-07-01,"3,570.60","3,068.40","2,612.30","103,888"
9,Ashland,2009-07-01,"20,137.90","23,319.80","20,442.40","638,524"
X9,Ashland Express,2009-07-01,"10,662.80",0,0,"234,581"
10,Museum of S & I,2009-07-01,"2,005.10","2,399.90","1,538.30","61,404"
11,Lincoln/Sedgwick,2009-07-01,"5,412","2,117","1,788","136,472"
12,Roosevelt,2009-07-01,"13,612.90","9,371.30","8,687.60","380,408"
14,Jeffery Express,2009-07-01,"13,245.70","5,938","4,427.90","337,297"
15,Jeffery Local,2009-07-01,"7,744.60","5,582.30","6,345.50","224,439"
17,Westchester,2009-07-01,436.3,0,0,"9,598"
18,16th/18th,2009-07-01,"1,733.80","1,392","1,423.70","50,830"
19,United Center Express,2009-07-01,387.1,0,0,774
20,Madison,2009-07-01,"19,441.60","14,200.50","12,085.90","544,947"
X20,Washington/Madison Express,2009-07-01,"2,491.70",0,0,"54,817"
21,Cermak,2009-07-01,"9,489.30","7,677.40","6,310.60","271,028"
22,Clark,2009-07-01,"23,611.40","19,484.10","15,718.20","675,979"
24,Wentworth,2009-07-01,"3,110",0,0,"68,419"
26,South Shore Express,2009-07-01,"2,488.80",0,0,"54,753"
28,Stony Island,2009-07-01,"5,017","4,711","4,181.50","150,126"
X28,Stony Island Express,2009-07-01,"3,926.20",0,0,"86,377"
29,State,2009-07-01,"14,468.90","14,443.10","11,564.90","433,914"
30,South Chicago,2009-07-01,"3,151.30","1,840.50",915.4,"81,267"
33,Mag Mile Express,2009-07-01,602.3,0,0,"13,250"
34,South Michigan,2009-07-01,"5,910.80","4,575.90","3,964.70","168,165"
35,35th,2009-07-01,"5,176.40","3,151.40","2,622.90","139,600"
36,Broadway,2009-07-01,"17,249.10","16,195.90","14,748.80","518,008"
38,Ogden/Taylor,2009-07-01,"2,009.50",0,0,"44,208"
39,Pershing,2009-07-01,"1,926.90",0,0,"42,391"
43,43rd,2009-07-01,"1,739.20",809.3,589.8,"44,450"
44,Wallace-Racine,2009-07-01,"5,136.50","2,342.60","1,971.40","132,230"
47,47th,2009-07-01,"11,114.70","7,759.30","7,004.10","310,582"
48,South Damen,2009-07-01,838,0,0,"18,437"
49,Western,2009-07-01,"15,293.10","20,980.40","17,288.30","506,810"
49A,South Western,2009-07-01,519.6,0,0,"11,430"
49B,North Western,2009-07-01,"5,372.20","3,874","3,551.50","151,442"
X49,Western Express,2009-07-01,"15,002.50",0,0,"330,056"
50,Damen,2009-07-01,"8,467.40","5,146.80","4,185.50","227,799"
51,51st,2009-07-01,"2,038.50","1,305.40","1,251.70","56,328"
52,Kedzie/California,2009-07-01,"13,446.10","9,035.60","7,862.40","371,268"
52A,South Kedzie,2009-07-01,"4,620.60","1,941.70","1,747.40","118,157"
53,Pulaski,2009-07-01,"20,123.60","15,048","12,411.40","564,968"
53A,South Pulaski,2009-07-01,"6,872.30","3,200.50","2,546.60","176,727"
53AL,South Pulaski Limited,2009-07-01,593.4,0,0,"13,055"
54,Cicero,2009-07-01,"8,644.60","10,005.40","7,894.10","269,674"
X54,Cicero Express,2009-07-01,"5,819",0,0,"128,018"
54A,North Cicero/Skokie Blvd.,2009-07-01,967.4,0,0,"21,283"
54B,South Cicero,2009-07-01,"3,717.10","3,788.40","2,932","111,591"
55,Garfield,2009-07-01,"8,779.80","9,817.40","9,723.90","281,044"
X55,Garfield Express,2009-07-01,"5,049.30",0,0,"111,084"
55A,55th/Austin,2009-07-01,203,0,0,"4,466"
55N,55th/Narragansett,2009-07-01,590.5,137.4,0,"13,540"
56,Milwaukee,2009-07-01,"12,842.80","9,010.40","8,304","360,104"
56A,North Milwaukee,2009-07-01,814.6,0,0,"17,921"
57,Laramie,2009-07-01,"2,758","1,270.70",964.8,"70,582"
59,59th/61st,2009-07-01,"3,493.70","1,697.90",0,"83,652"
60,Blue Island/26th,2009-07-01,"13,024.80","8,019.10","7,856.90","357,906"
62,Archer,2009-07-01,"12,491.10","8,593.90","8,024.20","349,299"
62H,Archer/Harlem,2009-07-01,"1,400.80",431.8,0,"32,546"
63,63rd,2009-07-01,"20,220.50","15,015.70","14,443","577,128"
63W,West 63rd,2009-07-01,"2,086.20",913.2,779.5,"53,446"
64,Foster-Canfield,2009-07-01,192.5,0,0,"4,235"
65,Grand,2009-07-01,"7,994.20","5,878.40","5,135.40","225,062"
66,Chicago,2009-07-01,"24,268.20","18,365.80","15,151.50","683,122"
67,67th-69th-71st,2009-07-01,"12,697.30","9,481.40","8,222.90","358,381"
68,Northwest Highway,2009-07-01,"1,343.60",654.3,465.6,"34,505"
69,Cumberland/East River,2009-07-01,448.3,0,0,"9,862"
70,Division,2009-07-01,"9,839.20","6,933.40","5,913.20","273,761"
71,71st/South Shore,2009-07-01,"10,714.20","8,659.60","7,900.50","309,853"
72,North,2009-07-01,"16,812.20","14,253.40","12,630.80","490,036"
73,Armitage,2009-07-01,"5,406.80","3,042.70","2,375.40","142,999"
74,Fullerton,2009-07-01,"11,820.90","8,968.10","7,579.50","333,829"
75,74th-75th,2009-07-01,"7,745.60","6,074.90","5,015.80","219,781"
76,Diversey,2009-07-01,"11,490.30","7,293.80","6,031.30","312,119"
77,Belmont,2009-07-01,"21,021.70","15,555.20","12,881.70","589,107"
78,Montrose,2009-07-01,"8,313.70","5,389.10","4,893.20","228,924"
79,79th,2009-07-01,"31,664.50","23,942.90","18,947","887,125"
80,Irving Park,2009-07-01,"8,077.60","9,461.20","8,253.30","256,817"
X80,Irving Park Express,2009-07-01,"7,192.70","1,642.30","1,826.20","173,939"
81,Lawrence,2009-07-01,"14,421.30","11,173","9,816.20","411,042"
81W,West Lawrence,2009-07-01,"1,782.80","1,365.40",841.6,"48,891"
82,Kimball-Homan,2009-07-01,"17,111.90","11,319.90","10,037.50","471,929"
84,Peterson,2009-07-01,"4,375.90","2,764.80","1,927.20","116,965"
85,Central,2009-07-01,"11,722.10","8,044.40","6,926.90","324,698"
85A,North Central,2009-07-01,937.5,368.3,0,"22,098"
86,Narragansett/Ridgeland,2009-07-01,"1,766.50",0,0,"38,863"
87,87th,2009-07-01,"16,122.80","10,328.70","9,348.20","442,756"
88,Higgins,2009-07-01,"1,400.90",638.7,620,"36,473"
90,Harlem,2009-07-01,"5,321.30","3,772.40","2,962.70","146,971"
90N,North Harlem,2009-07-01,344.9,115.8,0,"8,051"
91,Austin,2009-07-01,"7,875.30","4,345.80","3,617.90","208,729"
92,Foster,2009-07-01,"7,392.30","4,127.20","3,569.70","196,987"
93,California/Dodge,2009-07-01,"3,296.40","1,594",0,"78,896"
94,South California,2009-07-01,"10,212.70","5,209.90","4,469.70","267,868"
95E,93rd-95th,2009-07-01,"4,829.80","3,297.30","3,112.60","135,008"
95W,West 95th,2009-07-01,"4,922.50","4,323.20","3,756.10","144,368"
96,Lunt,2009-07-01,917.8,0,0,"20,191"
97,Skokie,2009-07-01,"4,036.50","2,450.10","2,088.50","109,047"
X98,Avon Express,2009-07-01,285.4,31.9,0,"6,407"
100,Jeffery Manor Express,2009-07-01,736.7,0,0,"16,206"
103,West 103rd,2009-07-01,"3,263.10","1,752.90","1,587.40","86,736"
106,East 103rd,2009-07-01,"1,556.30",512.6,470.8,"38,644"
108,Halsted/95th,2009-07-01,"2,040.90",0,0,"44,899"
111,Pullman/111th/115th,2009-07-01,"6,413.60","3,985.10","3,526.80","174,673"
112,Vincennes/111th,2009-07-01,"3,060.90","1,464.70","1,471","80,555"
119,Michigan/119th,2009-07-01,"6,147","4,718.60","4,234.90","175,284"
120,Ogilvie/Wacker Express,2009-07-01,"1,277.20",0,0,"28,099"
121,Union/Wacker Express,2009-07-01,"1,279.60",0,0,"28,150"
122,Illinois Center/Ogilvie Express,2009-07-01,712.8,0,0,"15,682"
123,Illinois Center/Union Express,2009-07-01,687.8,0,0,"15,131"
124,Navy Pier,2009-07-01,"1,988.60","2,861.10","2,188.40","66,136"
125,Water Tower Express,2009-07-01,"1,985.50",0,0,"43,681"
126,Jackson,2009-07-01,"7,889.30","4,305.30","4,226.30","211,917"
129,West Loop/South Loop,2009-07-01,889.7,0,0,"19,574"
130,Museum Campus,2009-07-01,"1,090.40","1,451.70",932.2,"34,457"
132,Goose Island Express,2009-07-01,290,0,0,"6,380"
134,Stockton/LaSalle Express,2009-07-01,"2,707.70",0,0,"59,569"
135,Clarendon/LaSalle Express,2009-07-01,"3,793.90",0,0,"83,466"
136,Sheridan/LaSalle Express,2009-07-01,"2,255.60",0,0,"49,623"
143,Stockton/Michigan Express,2009-07-01,"1,276.80",0,0,"28,091"
144,Marine/Michigan Express,2009-07-01,"1,202.80",0,0,"26,462"
145,Wilson/Michigan Express,2009-07-01,"6,863.80","5,360.20","3,819.70","191,544"
146,Inner Drive/Michigan Express,2009-07-01,"11,893.40","11,115.40","9,241","352,321"
147,Outer Drive Express,2009-07-01,"16,380.40","12,857.50","9,394.10","458,769"
148,Clarendon/Michigan Express,2009-07-01,"1,933.90",0,0,"42,545"
151,Sheridan,2009-07-01,"23,309.10","21,743.70","18,175.30","690,650"
152,Addison,2009-07-01,"9,528","7,082.30","5,776.10","266,826"
154,Wrigley Field Express,2009-07-01,"2,024.70","1,338.60","2,501.10","27,031"
155,Devon,2009-07-01,"7,416.70","6,474.40","5,868","218,405"
156,LaSalle,2009-07-01,"9,118.80",0,0,"200,613"
157,Streeterville/Taylor,2009-07-01,"2,219.40",0,0,"48,826"
165,West 65th,2009-07-01,82.7,0,0,"1,820"
168,UIC-Pilsen Express,2009-07-01,43.1,0,72.2,"1,021"
169,69th-UPS Express,2009-07-01,383.2,22.2,390.1,"8,910"
170,U. of Chicago/Midway,2009-07-01,302.8,0,0,"6,661"
171,U. of Chicago/Hyde Park,2009-07-01,309.9,0,0,"6,818"
172,U. of Chicago/Kenwood,2009-07-01,587.9,0,0,"12,935"
174,U. of Chicago/Garfield Stations,2009-07-01,390.6,0,0,"8,592"
192,U. of Chicago Hospitals Express,2009-07-01,698.9,0,0,"15,375"
200,Main Shuttle,2009-07-01,71.7,0,0,"1,577"
201,Central/Ridge,2009-07-01,"1,684.40",648.7,0,"39,652"
N201,Central/Sherman,2009-07-01,25.7,34.5,36.2,884
205,Chicago/Golf,2009-07-01,946.7,0,0,"20,828"
206,Evanston Circulator,2009-07-01,376.4,0,0,"8,280"
1001,Shuttle/Special Event Route,2009-07-01,879,"17,655.30","10,679.90","122,130"
1,Indiana/Hyde Park,2009-08-01,"2,690.30",0,0,"56,497"
2,Hyde Park Express,2009-08-01,"2,201.40",0,0,"46,230"
3,King Drive,2009-08-01,"19,702.30","18,013.10","12,351.60","565,572"
X3,King Drive Express,2009-08-01,"2,137.90",0,0,"44,896"
4,Cottage Grove,2009-08-01,"20,841.20","17,655.90","12,699.90","589,445"
X4,Cottage Grove Express,2009-08-01,"2,311.10",0,0,"48,534"
5,South Shore Night Bus,2009-08-01,485.6,604.5,590.6,"16,172"
6,Jackson Park Express,2009-08-01,"11,465.20","10,450.60","7,366.10","329,851"
7,Harrison,2009-08-01,"6,245",0,0,"131,146"
8,Halsted,2009-08-01,"21,179.50","15,969.30","11,791.80","583,574"
8A,South Halsted,2009-08-01,"3,438.60","3,455.70","2,173.50","100,357"
9,Ashland,2009-08-01,"19,318.10","24,789.40","17,750.60","618,381"
X9,Ashland Express,2009-08-01,"10,296.70",0,0,"216,231"
10,Museum of S & I,2009-08-01,"1,920.90","2,191.40","1,339.30","57,992"
11,Lincoln/Sedgwick,2009-08-01,"5,295.40","2,243.50","1,484.60","129,845"
12,Roosevelt,2009-08-01,"13,567","10,108.80","7,903.10","374,966"
14,Jeffery Express,2009-08-01,"12,775.30","6,271.80","3,362.70","316,454"
15,Jeffery Local,2009-08-01,"7,109.30","6,074","5,380.20","206,566"
17,Westchester,2009-08-01,445.3,0,0,"9,350"
18,16th/18th,2009-08-01,"1,834.20","1,505.20","1,420.10","53,145"
19,United Center Express,2009-08-01,263.8,0,499,763
20,Madison,2009-08-01,"18,947.70","14,673.70","10,273.30","522,636"
X20,Washington/Madison Express,2009-08-01,"2,561.50",0,0,"53,792"
21,Cermak,2009-08-01,"9,210.70","8,659","5,664","265,040"
22,Clark,2009-08-01,"23,042.30","19,841.90","15,155.20","658,874"
24,Wentworth,2009-08-01,"3,031.10",0,0,"63,653"
26,South Shore Express,2009-08-01,"2,500",0,0,"52,499"
28,Stony Island,2009-08-01,"4,845.90","5,281","3,538.40","145,861"
X28,Stony Island Express,2009-08-01,"3,785",0,0,"79,486"
29,State,2009-08-01,"13,626.90","14,254.90","9,758","406,229"
30,South Chicago,2009-08-01,"2,822.20","2,066.60",793.7,"73,567"
33,Mag Mile Express,2009-08-01,623.6,0,0,"13,096"
34,South Michigan,2009-08-01,"5,694.30","5,086.90","3,608.40","163,058"
35,35th,2009-08-01,"5,238.80","3,643.50","2,362","140,043"
36,Broadway,2009-08-01,"16,584.70","17,330.70","13,379","501,827"
38,Ogden/Taylor,2009-08-01,"2,351.10",0,0,"49,372"
39,Pershing,2009-08-01,"1,869.50",0,0,"39,260"
43,43rd,2009-08-01,"1,687.90","1,027.90",458.5,"42,879"
44,Wallace-Racine,2009-08-01,"4,819.20","2,529.50","1,623.30","121,968"
47,47th,2009-08-01,"10,996.10","8,530.30","5,919.80","303,169"
48,South Damen,2009-08-01,882.7,0,0,"18,537"
49,Western,2009-08-01,"14,758.10","22,414.20","15,698.90","500,486"
49A,South Western,2009-08-01,493.5,0,0,"10,364"
49B,North Western,2009-08-01,"5,149.40","3,438.90","3,041.30","140,539"
X49,Western Express,2009-08-01,"14,354.70",0,0,"301,449"
50,Damen,2009-08-01,"8,378.70","5,404.10","3,687.80","221,411"
51,51st,2009-08-01,"2,049.50","1,616.70","1,095.30","56,599"
52,Kedzie/California,2009-08-01,"13,173.50","9,483.30","7,136.60","359,744"
52A,South Kedzie,2009-08-01,"4,507.70","2,356.80","1,443.60","113,664"
53,Pulaski,2009-08-01,"20,104.70","16,145.60","11,184.20","558,847"
53A,South Pulaski,2009-08-01,"6,529.10","3,743.80","2,037.50","166,019"
53AL,South Pulaski Limited,2009-08-01,568.7,0,0,"11,942"
54,Cicero,2009-08-01,"8,643.40","10,689.60","7,420.50","272,063"
X54,Cicero Express,2009-08-01,"5,713.80",0,0,"119,990"
54A,North Cicero/Skokie Blvd.,2009-08-01,955.6,0,0,"20,068"
54B,South Cicero,2009-08-01,"3,777.50","4,224.10","2,759.50","114,247"
55,Garfield,2009-08-01,"8,291.80","10,815.10","7,801.60","267,211"
X55,Garfield Express,2009-08-01,"4,615.80",0,0,"96,932"
55A,55th/Austin,2009-08-01,214.5,0,0,"4,505"
55N,55th/Narragansett,2009-08-01,550.5,173.2,0,"12,426"
56,Milwaukee,2009-08-01,"12,650.50","9,865.30","7,553.30","352,753"
56A,North Milwaukee,2009-08-01,783.2,0,0,"16,448"
57,Laramie,2009-08-01,"2,674.60","1,570.50",818.5,"68,113"
59,59th/61st,2009-08-01,"3,333.70","1,981.20",0,"79,914"
60,Blue Island/26th,2009-08-01,"13,293.10","8,946.70","7,206.50","359,921"
62,Archer,2009-08-01,"12,141","8,891.10","6,608.80","332,461"
62H,Archer/Harlem,2009-08-01,"1,406.70",476.7,0,"31,923"
63,63rd,2009-08-01,"20,089.60","16,487.20","12,458.50","566,611"
63W,West 63rd,2009-08-01,"2,008.60",964.8,591.6,"49,962"
64,Foster-Canfield,2009-08-01,193.9,0,0,"4,071"
65,Grand,2009-08-01,"7,717.70","5,438.10","3,832","208,422"
66,Chicago,2009-08-01,"23,671","19,125.30","13,547","660,452"
67,67th-69th-71st,2009-08-01,"12,244","10,330.30","7,086.60","344,209"
68,Northwest Highway,2009-08-01,"1,194.20",720.2,380.3,"30,580"
69,Cumberland/East River,2009-08-01,477.8,0,0,"10,034"
70,Division,2009-08-01,"9,661.20","7,569.10","5,759.70","269,530"
71,71st/South Shore,2009-08-01,"10,329.50","9,332.80","7,012.90","298,649"
72,North,2009-08-01,"16,414.70","17,312.80","13,485","498,698"
73,Armitage,2009-08-01,"5,192.60","3,135.60","2,156.40","135,505"
74,Fullerton,2009-08-01,"11,577.70","10,221.80","7,107.50","329,777"
75,74th-75th,2009-08-01,"7,267.20","6,038","4,090.10","203,251"
76,Diversey,2009-08-01,"11,368.90","7,901.50","5,887.80","307,693"
77,Belmont,2009-08-01,"20,382.80","16,295.10","11,749.80","568,262"
78,Montrose,2009-08-01,"8,244.20","5,727.50","4,336.20","223,446"
